Time;Urban, 9m;Urban, 13m;Coach, 13m;Urban, 13m, double deck;Coach, 13m, double deck;Urban, 18m
1252;57.6009;50;87.7666;61.2794;69.2779;57.1203
1253;59.3307;50.0646;87.7666;63.0802;69.2779;58.3898
1254;61.1611;51.1533;87.7666;64.8802;69.2779;60.2489
1255;62.9626;53.2642;87.7666;66.6802;69.2779;62.0588
1256;64.7626;55.3411;87.7666;67.8401;69.2779;63.8588
1257;66.5626;56.5656;87.7666;68.1;69.2779;65.6588
1258;67.7813;56.8;87.7666;68.1;69.2779;67.2786
1259;68.1;56.8;87.7666;68.1;69.2779;68.0492
1260;68.1;56.8;87.7666;68.1;69.2779;68.1
1261;68.1;56.9646;87.7666;68.1;69.2779;68.1
1262;68.1;58.038;87.7666;68.1;69.2779;68.1
1263;68.1;59.864;87.7666;68.1;69.2779;68.1
1264;68.1;61.6812;87.7666;68.1;69.2779;68.1
1265;68.1;63.4812;87.7666;68.1;69.2779;68.1
1266;68.1;65.2812;87.7666;68.1;69.2779;68.1
1267;68.1;66.999;87.7666;68.1;69.2779;68.1
1268;68.1;67.9584;87.7666;68.1;69.2779;68.1
1269;68.1;68.1;87.7666;68.1;69.2779;68.1
1270;68.1;68.1;87.7666;68.1;69.2779;68.1
1271;68.1;68.1;87.7666;68.1;69.2779;68.1
1272;68.1;68.1;87.7666;68.1;69.2779;68.1
1273;68.1;68.1;87.7666;68.1;69.2779;68.1
1274;68.1;68.1;87.7666;68.1;69.2779;68.1
1275;68.1;68.1;87.7648;68.1;69.2779;68.1
1276;68.1;68.1;87.696;68.1;69.2779;68.1
1277;68.1;68.1;87.4371;68.1;69.2779;68.1
1278;68.1;68.1;86.9364;67.5666;69.2779;68.1
1279;68.1;68.1;86.2083;66.1332;69.2779;68.1
1280;67.6254;68.1;85.3397;64.3332;69.2779;68.0672
1281;66.2509;68.1;84.4642;62.5332;69.2779;67.1343
1282;64.4509;68.1;83.6402;60.7253;69.2779;65.3343
1283;62.6509;68.1;82.8779;58.7695;69.2779;63.5343
1284;60.8483;68.1;82.1757;56.4583;69.2779;61.7343
1285;58.9103;68.1;81.5203;53.6716;69.2779;59.8874
1286;56.6259;68.1;80.9114;50.3751;69.2779;57.8015
1287;53.8706;68.1;80.3865;46.8019;69.2779;55.2885
1288;50.6007;68.1;80.002;44.801;69.2779;52.2573
1289;47.0373;68.1;79.7794;44.6;69.2779;48.802
1290;44.9186;67.2346;79.7041;44.6;69.2779;45.8021
1291;44.6;65.4692;79.7607;44.6;69.2779;44.6
1292;44.6;63.6692;79.9424;44.6;69.2779;44.6
1293;44.6;61.8692;80.2474;44.6;69.2779;44.6
1294;44.6;60.0289;80.6718;44.6;69.2779;44.6
1295;44.6;57.9649;81.2071;44.6;69.2779;44.6
1296;44.6;55.486;81.8075;44.6;69.2779;44.6
1297;44.6;52.4961;82.4082;44.6;69.2779;44.6
1298;44.6;49.0676;82.9832;44.6;69.2779;44.6
1299;44.6;45.9531;83.5297;44.6;69.2779;44.6
1300;44.6;44.6161;84.0484;44.6;69.2779;44.6
1301;44.6;44.6;84.5407;44.6;69.2779;44.6
1302;44.6;44.6;85.0079;44.6;69.2779;44.6
1303;44.6;44.6;85.4511;44.6;69.2779;44.6
1304;44.6;44.6;85.8716;43.179;69.2779;44.6
1305;44.6;44.6;86.2706;39.958;69.2779;44.6
1306;43.2967;44.6;86.6519;36.3746;69.2779;44.1801
1307;40.1933;44.6;87.0661;34.5456;69.2779;41.9602
1308;36.6053;44.6;87.5299;33.3855;69.2779;38.3602
1309;34.6586;44.6;87.7666;30.471;69.2779;35.5301
1310;33.5032;44.6;87.7666;26.871;69.2779;34.3866
1311;30.7063;44.6;87.7666;23.271;69.2779;32.4732
1312;27.1063;44.6;87.7666;19.671;69.2779;28.8732
1313;23.5063;44.6;87.7666;16.071;69.2779;25.2732
1314;19.9063;44.6;87.7666;12.471;69.2779;21.6732
1315;16.3063;44.4967;87.7666;8.871;69.2779;18.0732
1316;12.7063;42.5934;87.7666;5.3553;69.2779;14.4732
1317;9.1063;38.9934;87.7666;1.9637;69.2779;10.8732
1318;5.5888;35.8441;87.7666;0.1439;69.2779;7.2885
1319;2.1638;34.4974;87.7666;0;69.2779;3.8279
1320;0.2281;32.9035;87.7666;0;69.2779;1.076
1321;0;29.507;87.7666;0;69.2779;0
1322;0;25.907;87.7666;0;69.2779;0
1323;0;22.307;87.7666;0;69.2779;0
1324;0;18.707;87.7666;0;69.2779;0
1325;0;15.107;87.7666;0;69.2779;0
1326;0;11.507;87.7666;0;69.2779;0
1327;0;7.9279;87.7666;0;69.2779;0
1328;0;4.4412;87.7666;0;69.2779;0
1329;0;1.3668;87.7666;0;69.2779;0
1330;0;0;87.7666;0;69.2779;0
1331;0;0;87.7666;0;69.2779;0
1332;0;0;87.7666;0;69.2779;0
1333;0;0;87.7666;0;69.2779;0
1334;0;0;87.7666;0;69.2779;0
1335;0;0;87.7666;0;69.2779;0
1336;0;0;87.7666;0;69.2779;0
1337;0;0;87.7666;0;69.2779;0
1338;0;0;87.7666;0;69.2779;0
1339;0;0;87.7666;0;69.2779;0
1340;0;0;87.7666;0;69.2779;0
1341;0;0;87.7666;0;69.2779;0
1342;0;0;87.7666;0;69.2779;0
1343;0;0;87.7666;0;69.2779;0
1344;0;0;87.7666;0;69.2779;0
1345;0;0;87.7666;0;69.2779;0
1346;0;0;87.7666;0;69.2779;0
1347;0;0;87.7666;0;69.2779;0
1348;0;0;87.7666;0;69.2779;0
1349;0;0;87.7666;0;69.2779;0
1350;0;0;87.7666;0;69.2779;0
1351;0;0;87.7666;0;69.2779;0
1352;0;0;87.7666;0;69.2779;0
1353;0;0;87.7666;0;69.2779;0
1354;0;0;87.7666;0;69.2779;0
1355;0;0;87.7666;0;69.2779;0
1356;0;0;87.7666;0;69.2779;0
1357;0;0;87.7666;0;69.2779;0
1358;0;0;87.7666;0;69.2779;0
1359;0;0;87.7666;0;69.2779;0
1360;0;0;87.7666;0;69.2779;0
1361;0;0;87.7666;0;69.2779;0
1362;0;0;87.7666;0;69.2779;0
1363;0;0;87.7666;0;69.2779;0
1364;0;0;87.7666;0;69.2779;0
1365;0;0;87.7666;0;69.2779;0
1366;0;0;87.7666;0;69.2779;0
1367;0;0;87.7666;0;69.2779;0
1368;0;0;87.7666;0;69.2779;0
1369;0;0;87.7666;1.2855;69.2779;0
1370;0;0;87.7666;4.371;69.2779;0
1371;1.1995;0;87.7666;7.971;69.2779;0.2844
1372;4.1991;0;87.7666;11.571;69.2779;2.3687
1373;7.7991;0;87.7666;15.171;69.2779;5.9687
1374;11.3991;0;87.7666;18.771;69.2779;9.5687
1375;14.9991;0;87.7666;22.371;69.2779;13.1687
1376;18.5991;0;87.7666;25.9573;69.2779;16.5358
1377;22.1438;0;87.7666;29.3873;69.2779;19.8648
1378;25.2485;0;87.7666;32.4103;69.2779;23.052
1379;28.0686;0;87.7666;35.2023;69.2779;25.7885
1380;30.7966;0;87.7666;38.0965;69.2779;28.4041
1381;32.9757;1.7992;87.7666;40.9845;69.2779;30.6661
1382;34.9558;5.3984;87.7666;42.8955;69.2779;32.588
1383;37.2571;8.9984;87.7666;43.4;69.2779;34.6625
1384;39.8457;12.5984;87.7666;43.4;69.2779;37.0152
1385;42.301;15.9379;87.7666;43.4;69.2779;39.5745
1386;43.4;18.6264;87.7666;43.4;69.2779;42.0639
1387;43.4;20.8914;87.7666;43.4;69.2779;43.318
1388;43.4;22.746;87.7666;43.4;69.2779;43.4
1389;43.4;24.1842;87.7666;43.4;69.2779;43.4
1390;43.4;25.737;87.7666;43.4;69.2779;43.4
1391;43.4;27.6238;87.7666;43.4;69.2779;43.4
1392;43.4;29.6222;87.7666;43.4;69.2779;43.4
1393;43.4;31.2216;87.7666;43.4;69.2779;43.4
1394;43.4;32.5448;87.7666;42.1372;69.2779;43.4
1395;43.4;34.0026;87.7666;40.1372;69.2779;43.4
1396;42.9296;35.6081;87.7666;39.4;69.2779;43.4
1397;40.9296;37.3302;87.7666;39.4;69.2779;42.2289
1398;39.4;39.1246;87.7666;39.2922;69.2779;40.2289
1399;39.4;40.9545;87.7666;37.3845;69.2779;39.4
1400;39.4;42.6379;87.7666;33.7884;69.2779;39.4
1401;38.2456;43.4;87.7666;31.1961;69.2779;39.4
1402;35.2912;43.4;87.7666;31.5102;69.2779;37.8594
1403;31.9808;43.4;87.7666;34.0389;69.2779;34.5188
1404;30.7917;43.4;87.7666;35.6287;69.2779;31.5594
1405;32.3204;43.4;87.7666;35.8;69.2779;31.0181
1406;34.6097;43.4;87.7533;35.8;69.2779;32.9623
1407;35.7458;43.3944;87.6441;35.8;69.2779;35.0442
1408;35.8;41.5888;87.3611;35.8;69.2779;35.8
1409;35.8;39.5944;86.9393;35.8;69.2779;35.8
1410;35.8;39.4;86.4824;35.8;69.2779;35.8
1411;35.8;39.4;86.049;35.1873;69.2779;35.8
1412;35.8;38.9908;85.6379;32.7745;69.2779;35.8
1413;35.8;36.7816;85.2478;29.1745;69.2779;35.8
1414;34.1406;33.2678;84.8777;25.5745;69.2779;35.5544
1415;30.6812;30.977;84.5265;22.5893;69.2779;33.5089
1416;27.0812;31.1348;84.1933;22.4832;69.2779;29.9089
1417;23.6137;32.8063;83.8771;25.2465;69.2779;26.3089
1418;21.8476;34.7116;83.577;28.6355;69.2779;22.9163
1419;22.6516;35.7401;83.2921;31.781;69.2779;21.7889
1420;24.7433;35.8;83.0218;33.5109;69.2779;23.3231
1421;27.3575;35.8;82.7652;33.8;69.2779;25.6927
1422;30.1549;35.8;82.5215;33.8;69.2779;28.2815
1423;32.445;35.8;82.2889;33.8;69.2779;30.4896
1424;33.5814;35.8;82.0665;33.6969;69.2779;32.2847
1425;33.8;34.8858;81.8677;31.7938;69.2779;33.4799
1426;33.8;32.1717;81.6934;28.1938;69.2779;33.8
1427;33.1234;28.5717;81.5284;24.5938;69.2779;33.8
1428;30.6957;24.9717;81.3714;20.9938;69.2779;32.7235
1429;27.1934;22.2484;81.246;17.3938;69.2779;29.8945
1430;23.6911;21.6258;81.1801;13.7938;69.2779;26.3894
1431;20.1888;22.4649;81.1787;10.1938;69.2779;22.8844
1432;16.6865;23.665;81.2384;6.6512;69.2779;19.3793
1433;13.1842;25.1137;81.3558;3.194;69.2779;15.8742
1434;9.6819;26.8326;81.5295;0.7397;69.2779;12.3691
1435;6.2425;28.7887;81.7582;0;69.2779;8.864
1436;2.8889;30.5315;82.0559;0;69.2779;5.4373
1437;0.6118;31.8047;82.4409;0;69.2779;2.1254
1438;0;32.999;82.8862;0;69.2779;0.2438
1439;0;33.5749;83.3571;0;69.2779;0
1440;0;31.7111;83.848;0;69.2779;0
1441;0;28.1111;84.3596;0;69.2779;0
1442;0;24.5111;84.8916;0;69.2779;0
1443;0;20.9111;85.442;0;69.2779;0
1444;0;17.3111;86.0093;0;69.2779;0
1445;0;13.7111;86.5927;0;69.2779;0
1446;0;10.1111;87.1994;0;69.2779;0
1447;0;6.5567;87.6384;0;69.2779;0
1448;0;3.1188;87.7666;0;69.2779;0
1449;0;0.7176;87.7666;0;69.2779;0
1450;0;0;87.7666;0;69.2779;0
1451;0;0;87.7666;0;69.2779;0
1452;0;0;87.7666;0;69.2779;0
1453;0;0;87.7666;0;69.2779;0
1454;0;0;87.7666;0;69.2779;0
1455;0;0;87.7666;0;69.2779;0
1456;0;0;87.7666;0;69.2779;0
1457;0;0;87.7666;0;69.2779;0
1458;0;0;87.7666;0;69.2779;0
1459;0;0;87.7666;0;69.2779;0
1460;0;0;87.7666;0;69.2704;0
1461;0;0;87.7666;0;69.2572;0
1462;0;0;87.7666;0;69.2464;0
1463;0;0;87.7666;0;69.2458;0
1464;0;0;87.7666;0;69.2641;0
1465;0;0;87.7666;0;69.2779;0
1466;0;0;87.7666;0;69.2779;0
1467;0;0;87.7666;0;69.2779;0
1468;0;0;87.7666;0;69.2779;0
1469;0;0;87.7666;0;69.2779;0
1470;0;0;87.7666;0;69.2779;0
1471;0;0;87.7666;0;69.2779;0
1472;0;0;87.7666;0;69.2779;0
1473;0;0;87.7666;0;69.2779;0
1474;0;0;87.7666;0;69.2779;0
1475;0;0;87.7666;0;69.2779;0
1476;0;0;87.7666;0;69.2779;0
1477;0;0;87.7666;0;69.2779;0
1478;0;0;87.7666;0;69.2779;0
1479;0;0;87.7666;0;69.2779;0
1480;0;0;87.7666;0;69.2779;0
1481;0;0;87.7666;0;69.2779;0
1482;0;0;87.7666;0;69.2779;0
1483;0;0;87.7666;0;69.2779;0
1484;0;0;87.7666;0;69.2779;0
1485;0;0;87.7666;0;69.2779;0
1486;0;0;87.7666;0;69.2779;0
1487;0;0;87.7666;0;69.2779;0
1488;0;0;87.7666;0;69.2779;0
1489;0;0;87.7666;0;69.2779;0
1490;0;0;87.7666;0;69.2779;0
1491;0;0;87.7666;0;69.2779;0
1492;0;0;87.7666;0;69.2779;0
1493;0;0;87.7666;0;69.2779;0
1494;0;0;87.7666;0;69.2779;0
1495;0;0;87.7666;0;69.2779;0
1496;0;0;87.7666;0;69.2779;0
1497;0;0;87.7666;0;69.2779;0
1498;0;0;87.7666;0;69.2779;0
1499;0;0;87.7666;0;69.2779;0
1500;0;0;87.7666;0;69.2779;0
1501;0;0;87.7666;0;69.2779;0
1502;0;0;87.7666;0;69.2779;0
1503;0;0;87.7666;0;69.2779;0
1504;0;0;87.7666;0;69.2779;0
1505;0;0;87.7666;0;69.2779;0
1506;0;0;87.7666;0;69.2779;0
1507;0;0;87.7666;0;69.2779;0
1508;0;0;87.7666;1.3834;69.2779;0
1509;0;0;87.7666;4.5669;69.2779;0
1510;0;0;87.7666;8.1669;69.2779;0
1511;1.4987;0;87.7666;11.7669;69.2779;0.092
1512;4.7974;0;87.7666;15.3669;69.2779;1.9841
1513;8.3974;0;87.7666;18.9669;69.2779;5.5841
1514;11.9974;0;87.7666;22.5669;69.2779;9.1841
1515;15.5974;0;87.7666;26.0548;69.2779;12.7841
1516;19.1974;0;87.7666;27.7714;69.2779;16.3841
1517;22.7974;0;87.7666;27.8;69.2779;19.9841
1518;26.1987;0;87.7666;27.8;69.2779;23.5841
1519;27.8;0;87.7666;27.8;69.2779;26.592
1520;27.8;0;87.7666;27.8;69.2779;27.8
1521;27.8;0;87.7666;27.8;69.2779;27.8
1522;27.8;0;87.7666;27.8;69.2779;27.8
1523;27.8;1.3927;87.7666;27.8;69.2779;27.8
1524;27.8;4.5854;87.7666;27.8;69.2779;27.8
1525;27.8;8.1854;87.7666;27.4641;69.2779;27.8
1526;27.8;11.7854;87.7666;25.3281;69.2779;27.8
1527;27.8;15.3854;87.7666;21.7281;69.2779;27.8
1528;27.3488;18.9854;87.7666;18.1281;69.2779;27.8
1529;25.0976;22.5854;87.7666;14.5281;69.2779;26.9555
1530;21.4976;26.0462;87.7666;11.3641;69.2779;24.3109
1531;17.8976;27.7535;87.7666;11.5308;69.2779;20.7109
1532;14.2976;27.8;87.7666;14.8575;69.2779;17.1109
1533;11.2488;27.8;87.7666;17.2766;69.2779;13.5309
1534;11.3558;27.8;87.7666;17.9;69.2779;11.0809
1535;14.486;27.8;87.7666;17.9;69.2779;12.1255
1536;17.0802;27.8;87.7666;16.8224;69.2779;15.6402
1537;17.9;27.8;87.7666;14.0919;69.2779;17.6701
1538;17.9;27.8;87.7666;10.7859;69.2779;17.9
1539;17.1596;27.8;87.7666;7.5106;69.2779;17.9
1540;14.6193;27.4609;87.7666;4.3072;69.2779;16.3721
1541;11.0193;25.3219;87.7666;1.3631;69.2779;13.2085
1542;7.436;21.7219;87.7666;0;69.2779;9.9369
1543;3.9686;18.1219;87.7666;0;69.2779;6.7138
1544;1.1422;14.5219;87.7666;0;69.2779;3.5589
1545;0;11.3609;87.7666;0;69.2779;0.9956
1546;0;11.1317;87.7666;0;69.2779;0
1547;0;14.0635;87.7666;0;69.2779;0
1548;0;16.8817;87.7666;0;69.2779;0
1549;0;17.9;87.7666;0.6082;69.2779;0
1550;0;17.9;87.7666;3.0164;69.2779;0
1551;0;17.3176;87.7666;6.6164;69.2779;0
1552;0.9393;14.9351;87.7666;10.2164;69.2779;0
1553;3.6786;11.3351;87.7666;13.8164;69.2779;1.0168
1554;7.2786;7.7417;87.7666;17.4164;69.2779;3.8336
1555;10.8786;4.2641;87.7666;21.0164;69.2779;7.4336
1556;14.4786;1.2899;87.7666;24.6152;69.2779;11.0336
1557;18.0786;0;87.7666;27.457;69.2779;14.6336
1558;21.6786;0;87.7666;28.5;69.2779;18.2336
1559;25.2713;0;87.7666;28.5;69.2779;21.8336
1560;27.782;0;87.7666;28.5;69.2779;25.4248
1561;28.5;0;87.7666;28.5;69.2779;27.8581
1562;28.5;0;87.7666;28.5;69.2779;28.5
1563;28.5;0;87.7666;28.5;69.2779;28.5
1564;28.5;0.7814;87.7666;28.5;69.2779;28.5
1565;28.5;3.3628;87.7666;28.5;69.2779;28.5
1566;28.5;6.9628;87.7666;28.5;69.2779;28.5
1567;28.5;10.5628;87.7666;28.5;69.2779;28.5
1568;28.5;14.1628;87.7666;28.5;69.2779;28.5
1569;28.5;17.7628;87.7666;28.5;69.2779;28.5
1570;28.5;21.3628;87.7666;28.5;69.2779;28.5
1571;28.5;24.9469;87.7666;28.5;69.2779;28.5
1572;28.5;27.6155;87.7666;28.5;69.2779;28.5
1573;28.5;28.5;87.7666;28.5;69.2779;28.5
1574;28.5;28.5;87.7666;27.497;69.2779;28.5
1575;28.5;28.5;87.7666;24.6954;69.2779;28.5
1576;28.5;28.5;87.7666;22.0484;69.2779;28.5
1577;27.1659;28.5;87.7666;22.3814;69.2779;28.5
1578;24.1295;28.5;87.7666;25.3553;69.2779;27.0885
1579;21.8135;28.5;87.7666;28.5274;69.2779;23.997
1580;22.5478;28.5;87.7666;30.0536;69.2779;21.7586
1581;25.6847;28.5;87.7666;30.2;69.2779;22.6777
1582;28.665;28.5;87.7666;30.2;69.2779;25.9421
1583;30.0281;28.5;87.7666;30.2;69.2779;28.8327
1584;30.2;28.5;87.7666;30.2;69.2779;30.0684
1585;30.2;28.5;87.7666;30.2;69.2779;30.2
1586;30.2;28.5;87.7666;29.8726;69.2779;30.2
1587;30.2;28.5;87.7666;27.7453;69.2779;30.2
1588;30.2;28.5;87.7666;24.1453;69.2779;30.2
1589;29.5912;27.3239;87.7666;21.2226;69.2779;30.2
1590;27.1824;24.3996;87.7666;21.2562;69.2779;29.4979
1591;23.5824;21.9257;87.7666;23.0062;69.2779;26.9959
1592;20.9412;22.1026;87.7666;23.6;69.2779;23.3959
1593;21.1972;24.493;87.7666;23.2891;69.2779;20.8479
1594;22.9472;27.6556;87.7666;21.2739;69.2779;21.3849
1595;23.6;29.7652;87.7666;17.8652;69.2779;23.1349
1596;23.0269;30.2;87.7666;14.4566;69.2779;23.6
1597;20.7622;30.2;87.7666;11.048;69.2779;22.9378
1598;17.379;30.2;87.7666;7.6688;69.2779;20.5803
1599;13.9958;30.2;87.7666;4.3655;69.2779;17.1896
1600;10.6126;30.2;87.7666;1.3685;69.2779;13.799
1601;7.2532;29.8923;87.7666;0;69.2779;10.4084
1602;3.9893;27.7846;87.7666;0;69.2779;7.0616
1603;1.1966;24.1846;87.7666;0;69.2779;3.788
1604;0;21.2423;87.7666;0;69.2779;1.083
1605;0;20.7051;87.7666;0;69.2779;0
1606;0;22.316;87.7666;0;69.2779;0
1607;0;23.4609;87.7666;0;69.2779;0
1608;0;23.3125;87.7666;0;69.2779;0
1609;0;21.3489;87.7666;0;69.2779;0
1610;0;17.9966;87.7666;0;69.2779;0
1611;0;14.6443;87.7666;0;69.2779;0
1612;0;11.292;87.7666;0;69.2779;0
1613;0;7.9476;87.7666;0;69.2779;0
1614;0;4.6922;87.7666;0;69.2779;0
1615;0;1.5526;87.7666;0;69.2779;0
1616;0;0;87.7666;0;69.2779;0
1617;0;0;87.7666;0;69.2779;0
1618;0;0;87.7666;0;69.2779;0
1619;0;0;87.7666;0;69.2779;0
1620;0;0;87.7666;0;69.2779;0
1621;0;0;87.7666;0;69.2779;0
1622;0;0;87.7666;0;69.2779;0
1623;0;0;87.7666;0;69.2779;0
1624;0;0;87.7666;0;69.2779;0
1625;0;0;87.7666;0;69.2779;0
1626;0;0;87.7666;1.0073;69.2779;0
1627;0;0;87.7666;3.8147;69.2779;0
1628;0;0;87.7666;7.4147;69.2779;0
1629;1.1705;0;87.7666;11.0147;69.2779;0
1630;4.141;0;87.7666;14.6147;69.2779;1.3183
1631;7.741;0;87.7666;18.2147;69.2779;4.4366
1632;11.341;0;87.7666;21.8147;69.2779;8.0366
1633;14.941;0;87.7666;25.4061;69.2779;11.6366
1634;18.541;0;87.7666;27.8988;69.2779;15.2366
1635;22.141;0;87.7666;28.6;69.2779;18.8366
1636;25.7295;0;87.7666;28.6;69.2779;22.4366
1637;28.059;0;87.7666;28.6;69.2779;26.0224
1638;28.6;0;87.7666;28.6;69.2779;28.2041
1639;28.6;0;87.7666;28.6;69.2779;28.6
1640;28.6;0;87.7666;28.6;69.2779;28.6
1641;28.6;0.7592;87.7666;28.6;69.2779;28.6
1642;28.6;3.3183;87.7666;28.6;69.2779;28.6
1643;28.6;6.9183;87.7666;28.6;69.2779;28.6
1644;28.6;10.5183;87.7666;28.6;69.2779;28.6
1645;28.6;14.1183;87.7666;28.6;69.2779;28.6
1646;28.6;17.7183;87.7666;28.6;69.2779;28.6
1647;28.6;21.272;87.7666;28.6;69.2779;28.6
1648;28.6;24.5014;87.7666;28.6;69.2779;28.6
1649;28.6;27.2048;87.7666;28.8833;69.2779;28.6
1650;28.6;28.5161;87.7666;30.6791;69.2779;28.6
1651;28.6;28.6;87.7666;33.7856;69.2779;28.6
1652;28.9525;28.6;87.7666;36.5947;69.2779;28.6
1653;30.5308;28.6;87.7666;37.8548;69.2779;29.1152
1654;33.0542;28.6;87.7666;37.9;69.2779;31.1173
1655;35.7344;28.6;87.7666;37.9;69.2779;34.0191
1656;37.5085;28.6;87.7666;37.9;69.2779;36.667
1657;37.9;28.6;87.7666;37.9;69.2779;37.9
1658;37.9;28.6;87.7666;37.9;69.2779;37.9
1659;37.9;28.6;87.7666;37.9;69.2779;37.9
1660;37.9;28.6;87.7666;37.9;69.2779;37.9
1661;37.9;28.6;87.7666;37.9;69.2779;37.9
1662;37.9;28.6;87.7666;37.9;69.2779;37.9
1663;37.9;28.6;87.7666;37.9;69.2779;37.9
1664;37.9;28.6262;87.7666;37.8115;69.2779;37.9
1665;37.9;29.7892;87.7666;35.9364;69.2779;37.9
1666;37.9;31.925;87.7666;33.7749;69.2779;37.9
1667;37.7845;33.8777;87.7666;33.4;69.2779;37.9
1668;35.8828;35.8417;87.7666;33.4;69.2779;37.5344
1669;33.7483;37.376;87.7666;33.4;69.2779;35.3859
1670;33.4;37.9;87.7666;33.4;69.2779;33.5016
1671;33.4;37.9;87.7666;33.4;69.2779;33.4
1672;33.4;37.9;87.7666;33.4;69.2779;33.4
1673;33.4;37.9;87.7666;33.4;69.2779;33.4
1674;33.4;37.9;87.7666;33.4;69.2779;33.4
1675;33.4;37.9;87.7666;33.4;69.2779;33.4
1676;33.4;37.9;87.7666;33.4;69.2779;33.4
1677;33.4;37.9;87.7666;33.4;69.2779;33.4
1678;33.4;37.9;87.7666;33.4;69.2779;33.4
1679;33.4;37.9;87.7666;33.4;69.2779;33.4
1680;33.4;36.5053;87.7666;33.4;69.2779;33.4
1681;33.4;34.2553;87.7666;33.4;69.2779;33.4
1682;33.4;33.4;87.7666;33.4;69.2779;33.4
1683;33.4;33.4;87.7666;33.4;69.2779;33.4
1684;33.4;33.4;87.7666;33.4;69.2779;33.4
1685;33.4;33.4;87.7666;33.4;69.2779;33.4
1686;33.4;33.4;87.7666;33.4;69.2779;33.4
1687;33.4;33.4;87.7666;33.4;69.2779;33.4
1688;33.4;33.4;87.7666;33.4;69.2779;33.4
1689;33.4;33.4;87.7666;33.4;69.2779;33.4
1690;33.4;33.4;87.7666;33.4;69.2779;33.4
1691;33.4;33.4;87.7666;32.8835;69.2779;33.4
1692;33.4;33.4;87.7666;30.5786;69.2779;33.4
1693;33.4;33.4;87.7666;27.0017;69.2779;33.4
1694;32.8567;33.4;87.7666;23.4248;69.2779;33.4
1695;30.525;33.4;87.7666;19.8479;69.2779;32.6081
1696;26.9481;33.4;87.7666;16.271;69.2779;30.0278
1697;23.3712;33.4;87.7666;12.6941;69.2779;26.4509
1698;19.7943;33.4;87.7666;9.1172;69.2779;22.874
1699;16.2174;33.4;87.7666;5.6213;69.2779;19.2971
1700;12.6405;33.4;87.7666;2.2156;69.2779;15.7203
1701;9.0636;33.4;87.7666;0.2587;69.2779;12.1434
1702;5.5623;33.4;87.7666;0;69.2779;8.5711
1703;2.1852;33.4;87.7666;0;69.2779;5.0891
1704;0.2605;33.4;87.7666;0;69.2779;1.6954
1705;0;33.4;87.7666;0;69.2779;0
1706;0;33.4;87.7666;0;69.2779;0
1707;0;31.7258;87.7666;0;69.2779;0
1708;0;28.2631;87.7666;0;69.2779;0
1709;0;24.6862;87.7666;0;69.2779;0
1710;0;21.1093;87.7666;0;69.2779;0
1711;0;17.5324;87.7666;0;69.2779;0
1712;0;13.9555;87.7666;0;69.2779;0
1713;0;10.3786;87.7666;0;69.2779;0
1714;0;6.8316;87.7666;0;69.2779;0
1715;0;3.4088;87.7666;0.8058;69.2779;0
1716;0;0.8723;87.7666;3.4116;69.2779;0
1717;0;0;87.7666;6.9963;69.2779;0
1718;0.7982;0;87.7666;9.3905;69.2779;0
1719;3.3965;0;87.7666;10;69.2779;1.0829
1720;6.9827;0;87.7666;10;69.2779;3.9659
1721;9.3845;0;87.7666;9.8647;69.2779;7.4967
1722;10;0;87.7666;8.0298;69.2779;9.6137
1723;10;0;87.7666;4.7283;69.2779;10
1724;9.8719;0;87.7666;1.5633;69.2779;10
1725;8.0441;0;87.7666;0;69.2779;9.603
1726;4.7422;0;87.7666;0;69.2779;7.5181
1727;1.57;0;87.7666;0;69.2779;4.2323
1728;0;0;87.7666;0;69.2779;1.3172
1729;0;0;87.7666;0;69.2779;0
1730;0;0.1365;87.7666;0;69.2779;0
1731;0;2.073;87.7666;0;69.2779;0
1732;0;5.673;87.7666;0;69.2779;0
1733;0;8.7365;87.7666;0;69.2779;0
1734;0;10;87.7666;0;69.2779;0
1735;0;10;87.7666;0;69.2779;0
1736;0;10;87.7666;0;69.2779;0
1737;0;8.7971;87.7666;0;69.2779;0
1738;0;5.9544;87.7666;0.7589;69.2779;0
1739;0;2.717;87.7666;3.3178;69.2779;0
1740;0;0.5596;87.7666;6.9178;69.2779;0
1741;0.7514;0;87.7666;10.5178;69.2779;0
1742;3.3027;0;87.7666;13.4089;69.2779;1.036
1743;6.9027;0;87.7666;14.5;69.2779;3.8721
1744;10.5027;0;87.7666;14.5;69.2779;7.4721
1745;13.4014;0;87.7666;14.5;69.2779;11.0721
1746;14.5;0;87.7666;14.5;69.2779;13.686
1747;14.5;0;87.7666;13.3761;69.2779;14.5
1748;14.5;0;87.7666;11.6261;69.2779;14.5
1749;14.5;0;87.7666;11;69.2779;14.5
1750;13.3822;0;87.7666;11.4959;69.2779;14.5
1751;11.6322;0;87.7666;13.7917;69.2779;13.1538
1752;11;0;87.7666;17.3917;69.2779;11.4038
1753;11.4277;0.0896;87.7666;20.9917;69.2779;11
1754;13.6113;1.9792;87.7666;24.5895;69.2779;11.773
1755;17.1672;5.5792;87.7666;28.1285;69.2779;14.346
1756;20.7672;9.1792;87.7666;31.5342;69.2779;17.946
1757;24.3666;12.5409;87.7666;34.7518;69.2779;21.546
1758;27.9128;14.3013;87.7666;36.8525;69.2779;25.1427
1759;31.2981;14.5;87.7666;37.4;69.2779;28.667
1760;34.5076;14.5;87.7666;37.4;69.2779;32.042
